asset_id,source_path,type,category,import_status,used_in_scene,replacement_strategy,note
Leather_texture,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Left_Hand,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
LEG 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
leg 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
LEG 3Blue,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
LEG Gold 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
leg,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Leg1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
leg2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
leg3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
LiberationSans SDF Atlas,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Lightning03_5x5_Mobile,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
lightning_red,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
LOGO 3000x3000,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
logunleashed,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
MAGICAL_BAR_1.3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
MAN 1 Head,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
MAN 1 Torso,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
man 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
man 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
man 2Stick,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
MAN 3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
man 4 stick,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
man 4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Man1Cos,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Man2Cos,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
man3 hand,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
man3 head,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Man3Cos,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Medium01,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Medium02,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Medium03,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Medium04,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Medium05,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Medium06,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
meteorShards,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Monk,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Monk_cape,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Monk_Scarf,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Mount 1 trees,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
mount 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
mount 3 TREES,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
mount 4 trees,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
mount 5 TREES,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
mount 6.1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
mount,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
moustache1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
moustache3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
moustache4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
moustache5,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
mouth,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Mud,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
muzzle_smallfire_red,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
neck,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Nekron_TitanSWORD,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
NEW GAME logo 5,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
noise,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Noise01,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Noise03,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Noise10,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
nova_red,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
PavementGray,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
pickAxe,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
PolygonNature_01,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
ponits,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
pot,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
pots,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
powerup_gradient2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
puffs,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
puffWhite,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
radialGradient,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
rain1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
rain2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
rain3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
rays,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
red deer rawhide 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
redLight,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
Right_Hand,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
rock,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-0-1024x1024-ASTC 6x6-MainMenuSpriteAtlas-6f4887ec,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-0-1024x1024-ASTC 6x6-PorttraitsAtlas-654b6714,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-0-1024x1024-ASTC 6x6-WorldMapAtlas-d06db27e,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-0-1024x1024-ETC2-Cutscene-e466b7b1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-0-1024x1024-ETC2-Cutscene2-5245b35d,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-0-1024x1024-ETC2-Last Cutscene-0b9afae6,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-0-1024x1024-ETC2-NatureIcon-ef0906eb,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-0-2048x2048-ASTC 6x6-FinalCutsceneAtlas-60fc8b84,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-0-2048x2048-ASTC 6x6-IconsAtlas-3a6b22df,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-1-1024x1024-ASTC 6x6-MainMenuSpriteAtlas-6f4887ec,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-1-1024x1024-ASTC 6x6-PorttraitsAtlas-654b6714,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-1-1024x1024-ASTC 6x6-WorldMapAtlas-d06db27e,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-1-1024x1024-ETC2-Cutscene-e466b7b1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-1-1024x1024-ETC2-Cutscene2-5245b35d,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-1-1024x1024-ETC2-Last Cutscene-0b9afae6,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-1-1024x1024-ETC2-NatureIcon-ef0906eb,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-1-2048x2048-ASTC 6x6-FinalCutsceneAtlas-60fc8b84,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-1-2048x2048-ASTC 6x6-IconsAtlas-3a6b22df,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-10-1024x512-ETC2-Cutscene-e466b7b1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-10-2048x2048-ASTC 6x6-FinalCutsceneAtlas-60fc8b84,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-11-2048x2048-ASTC 6x6-FinalCutsceneAtlas-60fc8b84,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-12-2048x2048-ASTC 6x6-FinalCutsceneAtlas-60fc8b84,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-2-1024x1024-ASTC 6x6-MainMenuSpriteAtlas-6f4887ec,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-2-1024x1024-ASTC 6x6-PorttraitsAtlas-654b6714,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-2-1024x1024-ASTC 6x6-WorldMapAtlas-d06db27e,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-2-1024x1024-ETC2-Cutscene-e466b7b1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
sactx-2-1024x1024-ETC2-Cutscene2-5245b35d,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Texture2D,Decoded,EXTRACTED,TownScene,UseReal,
